hebrew,transliteration,root,pos,gender,verb_group,pattern,number,other_descriptors,translation,pos_raw,entry_url,page
לְהִתְפַּקֵּחַ,lehitpakeach,פ - ק - ח,Verb,,hitpa'el,,,,to regain eyesight (bible); to become wiser (lit.),Verb – hitpa'el,https://www.pealim.com/dict/1685-lehitpakeach/,442
פָּקוּחַ,pakuach,פ - ק - ח,Adjective,,,katul,,,open (eyes); watchful,Adjective – katul pattern,https://www.pealim.com/dict/4467-pakuach/,442
פִּיקֵּחַ,pikeach,פ - ק - ח,Adjective,,,kittel,,,"sighted, able to see; perceptive, alert",Adjective – kittel pattern,https://www.pealim.com/dict/4469-pikeach/,442
לְהִיפָּקֵחַ,lehipakeach,פ - ק - ח,Verb,,nif'al,,,,"to be opened (of eyes, ears)",Verb – nif'al,https://www.pealim.com/dict/1683-lehipakeach/,443
מְפַקֵּחַ,mefakeach,פ - ק - ח,Noun,masculine,,mekattel,,,supervisor,"Noun – mekattel pattern, masculine",https://www.pealim.com/dict/8963-mefakeach/,443
פַקְס,faks,-,Noun,masculine,,,,,fax,Noun – masculine,https://www.pealim.com/dict/7683-faks/,443
לְפַקְסֵס,lefakses,פ - ק - ס - ס,Verb,,pi'el,,,,to send a fax (to someone — ל־) (colloquial),Verb – pi'el,https://www.pealim.com/dict/6030-lefakses/,443
לְהִתְפַּקֵּעַ,lehitpakea,פ - ק - ע,Verb,,hitpa'el,,,,"to burst, to explode",Verb – hitpa'el,https://www.pealim.com/dict/1687-lehitpakea/,443
לִפְקוֹעַ,lifkoa,פ - ק - ע,Verb,,pa'al,,,,"to split, to burst; to expire",Verb – pa'al,https://www.pealim.com/dict/1686-lifkoa/,443
לְהַפְקִיעַ,lehafkia,פ - ק - ע,Verb,,hif'il,,,,"to expropriate, to seize",Verb – hif'il,https://www.pealim.com/dict/2562-lehafkia/,443
פְּקִיעָה,pki'a,פ - ק - ע,Noun,feminine,,ktila,,,"expiration, expiry; popping","Noun – ktila pattern, feminine",https://www.pealim.com/dict/9165-pkia/,443
לְפַקְפֵּק,lefakpek,פ - ק - פ - ק,Verb,,pi'el,,,,"to hesitate, to doubt, to be uncertain",Verb – pi'el,https://www.pealim.com/dict/1688-lefakpek/,443
פִּיקְפּוּק,pikpuk,פ - ק - פ - ק,Noun,masculine,,kittul,,,"uncertainty, hesitation, doubt","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6625-pikpuk/,443
פִּיקָּה,pika,פ - ק - ק,Noun,feminine,,kitla,,,cap (weaponry),"Noun – kitla pattern, feminine",https://www.pealim.com/dict/5826-pika/,443
פַּקֶּקֶת,pakeket,פ - ק - ק,Noun,feminine,,kattelet,,,trombosis,"Noun – kattelet pattern, feminine",https://www.pealim.com/dict/3296-pakeket/,443
פְּקָק,pkak,פ - ק - ק,Noun,masculine,,ktal,,,"cork, plug; traffic jam","Noun – ktal pattern, masculine",https://www.pealim.com/dict/3302-pkak/,443
לְהַפְקִיר,lehafkir,פ - ק - ר,Verb,,hif'il,,,,"to abandon, to forfeit (legal)",Verb – hif'il,https://www.pealim.com/dict/1689-lehafkir/,443
לְהִתְפַקְשֵׁשׁ,lehitfakshesh,פ - ק - שׁ - שׁ,Verb,,hitpa'el,,,,"to fail, to fall through (slang)",Verb – hitpa'el,https://www.pealim.com/dict/4016-lehitfakshesh/,443
פַּר,par,-,Noun,masculine,,,,,bull,Noun – masculine,https://www.pealim.com/dict/5798-par/,444
פֶּרֶא,pere,פ - ר - א,Noun,masculine,,ketel,,,"savage; wild ass, onager","Noun – ketel pattern, masculine",https://www.pealim.com/dict/6969-pere/,444
פִּרְאִי,pir'i,פ - ר - א,Adjective,,,,,,wild; cruel,Adjective,https://www.pealim.com/dict/6971-piri/,444
פָּרָג,parag,פ - ר - ג,Noun,masculine,,katal,,,poppy,"Noun – katal pattern, masculine",https://www.pealim.com/dict/8324-parag/,444
פֶּרְגּוֹלָה,pergola,-,Noun,,,,,,pergola,Noun,https://www.pealim.com/dict/6665-pergola/,444
לְפַרְגֵּן,lefargen,פ - ר - ג - ן,Verb,,pi'el,,,,"to encourage, to embolden",Verb – pi'el,https://www.pealim.com/dict/1690-lefargen/,444
פָּרוּד,parud,פ - ר - ד,Adjective,,,katul,,,separated,Adjective – katul pattern,https://www.pealim.com/dict/5767-parud/,444
פֵּירוּד,perud,פ - ר - ד,Noun,masculine,,kittul,,,"separation, splitting up, schism","Noun – kittul pattern, masculine",https://www.pealim.com/dict/7654-perud/,444
לְהִיפָּרֵד,lehipared,פ - ר - ד,Verb,,nif'al,,,,"to be separated, to break up",Verb – nif'al,https://www.pealim.com/dict/1691-lehipared/,444
פְּרֵידָה,preda,פ - ר - ד,Noun,feminine,,ktela,,,"parting, separation, farewell","Noun – ktela pattern, feminine",https://www.pealim.com/dict/2842-preda/,444
הַפְרָדָה,hafrada,פ - ר - ד,Noun,feminine,,haktala,,,separation,"Noun – haktala pattern, feminine",https://www.pealim.com/dict/2899-hafrada/,444
לְהַפְרִיד,lehafrid,פ - ר - ד,Verb,,hif'il,,,,"to separate, to differentiate",Verb – hif'il,https://www.pealim.com/dict/1692-lehafrid/,444
הִיפָּרְדוּת,hipardut,פ - ר - ד,Noun,feminine,,hikkatlut,,,separation,"Noun – hikkatlut pattern, feminine",https://www.pealim.com/dict/9189-hipardut/,444
נִפְרָד,nifrad,פ - ר - ד,Adjective,,,niktal,,,"separate, individual",Adjective – niktal pattern,https://www.pealim.com/dict/6256-nifrad/,444
פֶּרֶד,pered,פ - ר - ד,Noun,masculine,,ketel,,,mule,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/6479-pered/,444
פַּרְדֵּס,pardes,-,Noun,,,,,,orchard (of citrus trees),Noun,https://www.pealim.com/dict/7479-pardes/,445
פָּרָה,para,-,Noun,feminine,,,,,cow,Noun – feminine,https://www.pealim.com/dict/5799-para/,445
פַּרְווָה,parva,-,Noun,feminine,,,,,fur,Noun – feminine,https://www.pealim.com/dict/8895-parva/,445
פַּרְווָר,parvar,-,Noun,masculine,,,,,suburb,Noun – masculine,https://www.pealim.com/dict/5178-parvar/,445
פַּרְווָתִי,parvati,-,Noun,masculine,,,,,furry,Noun – masculine,https://www.pealim.com/dict/8896-parvati/,445
פְּרוֹזְדּוֹר,prozdor,-,Noun,masculine,,,,,"corridor, hallway",Noun – masculine,https://www.pealim.com/dict/8060-prozdor/,445
פְּרוֹטֶקְצְיָה,protektzya,-,Noun,,,,,,"patronage, favouritism, ""pulling strings""",Noun,https://www.pealim.com/dict/7949-protektzya/,445
פְּרוֹיֶקְט,proyekt,-,Noun,masculine,,,,,project,Noun – masculine,https://www.pealim.com/dict/7008-proyekt/,445
פֵּרוּק,peruk,-,Noun,,,,,,"dismantling, disassembly",Noun,https://www.pealim.com/dict/6545-peruk/,445
לְפָרֵז,lefarez,פ - ר - ז,Verb,,pi'el,,,,to demilitarize,Verb – pi'el,https://www.pealim.com/dict/1695-lefarez/,445
לְהַפְרִיז,lehafriz,פ - ר - ז,Verb,,hif'il,,,,to exaggerate,Verb – hif'il,https://www.pealim.com/dict/1696-lehafriz/,445
פִּירְזוּל,pirzul,פ - ר - ז - ל,Noun,masculine,,kittul,,,shoeing (a horse),"Noun – kittul pattern, masculine",https://www.pealim.com/dict/6547-pirzul/,445
לִפְרוֹחַ,lifroach,פ - ר - ח,Verb,,pa'al,,,,"to blossom, to bloom; to hover, to fly",Verb – pa'al,https://www.pealim.com/dict/1697-lifroach/,445
פֶּרַח,perach,פ - ר - ח,Noun,masculine,,ketel,,,flower; apprentice,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/6071-perach/,445
פְּרִיחָה,pricha,פ - ר - ח,Noun,feminine,,ktila,,,"blossom, bloom","Noun – ktila pattern, feminine",https://www.pealim.com/dict/4258-pricha/,445
לְהַפְרִיחַ,lehafriach,פ - ר - ח,Verb,,hif'il,,,,"to make bloom; to launch, to fly (a kite, balloon)",Verb – hif'il,https://www.pealim.com/dict/1698-lehafriach/,446
אֶפְרוֹחַ,efroach,פ - ר - ח,Noun,,,,,,"chick, chicken",Noun,https://www.pealim.com/dict/6295-efroach/,446
תַּפְרִיט,tafrit,פ - ר - ט,Noun,masculine,,taktil,,,menu,"Noun – taktil pattern, masculine",https://www.pealim.com/dict/5932-tafrit/,446
פְּרִיט,prit,פ - ר - ט,Noun,masculine,,ktil,,,"item, object","Noun – ktil pattern, masculine",https://www.pealim.com/dict/5931-prit/,446
פֵּירוּט,perut,פ - ר - ט,Noun,masculine,,kittul,,,"breakdown, description, details","Noun – kittul pattern, masculine",https://www.pealim.com/dict/8319-perut/,446
פְּרָטִי,prati,פ - ר - ט,Adjective,,,,,,"private, individual, personal",Adjective,https://www.pealim.com/dict/5766-prati/,446
לְפָרֵט,lefaret,פ - ר - ט,Verb,,pi'el,,,,"to describe, to detail, to elaborate",Verb – pi'el,https://www.pealim.com/dict/1701-lefaret/,446
פְּרָט,prat,פ - ר - ט,Noun,masculine,,ktal,,,detail; individual,"Noun – ktal pattern, masculine",https://www.pealim.com/dict/3053-prat/,446
הַפְרָטָה,hafrata,פ - ר - ט,Noun,feminine,,haktala,,,privatisation,"Noun – haktala pattern, feminine",https://www.pealim.com/dict/4546-hafrata/,446
מַפְרֵט,mafret,פ - ר - ט,Noun,masculine,,maktel,,,"pick, plectrum (music)","Noun – maktel pattern, masculine",https://www.pealim.com/dict/8477-mafret/,446
לְהִיפָּרֵט,lehiparet,פ - ר - ט,Verb,,nif'al,,,,"to be changed (of cash, money), to be divided (into parts)",Verb – nif'al,https://www.pealim.com/dict/1700-lehiparet/,446
לְהַפְרִיט,lehafrit,פ - ר - ט,Verb,,hif'il,,,,to privatise,Verb – hif'il,https://www.pealim.com/dict/4542-lehafrit/,446
לִפְרוֹט,lifrot,פ - ר - ט,Verb,,pa'al,,,,"to split (cash), to change",Verb – pa'al,https://www.pealim.com/dict/1699-lifrot/,446
פַּרְטָנִי,partani,פ - ר - ט,Adjective,,,,,,"individual, case-by-case, granular, detailed",Adjective,https://www.pealim.com/dict/9175-partani/,446
לִפְרוֹת,lifrot,פ - ר - ה,Verb,,pa'al,,,,"to be fruitful, to multiply (biblical)",Verb – pa'al,https://www.pealim.com/dict/1693-lifrot/,446
הַפְרָיָה,hafraya,פ - ר - ה,Noun,feminine,,haktala,,,fertilization,"Noun – haktala pattern, feminine",https://www.pealim.com/dict/2900-hafraya/,447
פִּרְיוֹן,piryon,פ - ר - ה,Noun,masculine,,kitlon,,,fertility; productivity,"Noun – kitlon pattern, masculine",https://www.pealim.com/dict/3589-piryon/,447
פּוֹרֶה,pore,פ - ר - ה,Adjective,,,kotel,,,fertile; productive,Adjective – kotel pattern,https://www.pealim.com/dict/8279-pore/,447
לְהַפְרוֹת,lehafrot,פ - ר - ה,Verb,,hif'il,,,,to fertilize,Verb – hif'il,https://www.pealim.com/dict/1694-lehafrot/,447
פְּרִי,pri,פ - ר - ה,Noun,masculine,,ketel,,,fruit,"Noun – ketel pattern, masculine",https://www.pealim.com/dict/5943-pri/,447
פְּרִי יַעַר,pri ya'ar,-,Noun,,,,,,berry 🍓🫐🍒,Noun,https://www.pealim.com/dict/9169-pri-yaar/,447
לְפָרֵךְ,lefarech,פ - ר - ך,Verb,,pi'el,,,,"to exhaust, to overwork someone",Verb – pi'el,https://www.pealim.com/dict/4544-lefarech/,447
פֶּרֶךְ,perech,פ - ר - ך,Noun,masculine,,ketel,,,"hard labour, forced labour","Noun – ketel pattern, masculine",https://www.pealim.com/dict/4545-perech/,447
לְהַפְרִיךְ,lehafrich,פ - ר - ך,Verb,,hif'il,,,,"to disprove, to refute",Verb – hif'il,https://www.pealim.com/dict/1702-lehafrich/,447
לְפַרְכֵּס,lefarkes,פ - ר - כ - ס,Verb,,pi'el,,,,"to decorate, to embellish; to squirm, to flounder",Verb – pi'el,https://www.pealim.com/dict/1703-lefarkes/,447
לְהִתְפַּרְכֵּס,lehitparkes,פ - ר - כ - ס,Verb,,hitpa'el,,,,"to beautify oneself, to prink oneself up",Verb – hitpa'el,https://www.pealim.com/dict/1704-lehitparkes/,447
פֶּרֶם,perem,פ - ר - ם,Noun,masculine,,ketel,,,"rip, undone seam","Noun – ketel pattern, masculine",https://www.pealim.com/dict/3172-perem/,447
לְהִיפָּרֵם,lehiparem,פ - ר - ם,Verb,,nif'al,,,,"to be unravelled (sewing, knitting)",Verb – nif'al,https://www.pealim.com/dict/2809-lehiparem/,447
לִפְרוֹם,lifrom,פ - ר - ם,Verb,,pa'al,,,,"to unravel (sewing, knitting), to unknit (את)",Verb – pa'al,https://www.pealim.com/dict/2808-lifrom/,447
לְפַרְמֵט,lefarmet,פ - ר - מ - ט,Verb,,pi'el,,,,to format (computer jargon),Verb – pi'el,https://www.pealim.com/dict/7027-lefarmet/,447
פַּרְנָסָה,parnasa,פ - ר - נ - ס,Noun,feminine,,kattala,,,"livelihood, sustenance","Noun – kattala pattern, feminine",https://www.pealim.com/dict/5696-parnasa/,448
פַּרְנָס,parnas,פ - ר - נ - ס,Noun,masculine,,kattal,,,"elder, community leader","Noun – kattal pattern, masculine",https://www.pealim.com/dict/5697-parnas/,448
לְהִתְפַּרְנֵס,lehitparnes,פ - ר - נ - ס,Verb,,hitpa'el,,,,to earn a living,Verb – hitpa'el,https://www.pealim.com/dict/1706-lehitparnes/,448
לְפַרְנֵס,lefarnes,פ - ר - נ - ס,Verb,,pi'el,,,,"to provide (for someone), to support",Verb – pi'el,https://www.pealim.com/dict/1705-lefarnes/,448
הִתְפָּרְסוּת,hitparsut,פ - ר - ס,Noun,feminine,,hitkattlut,,,spreading; deployment (military),"Noun – hitkattlut pattern, feminine",https://www.pealim.com/dict/8480-hitparsut/,448
לִפְרוֹס,lifros,פ - ר - ס,Verb,,pa'al,,,,"to slice, to cut (e.g. bread); to spread, to stretch out",Verb – pa'al,https://www.pealim.com/dict/1707-lifros/,448
לְהִתְפָּרֵס,lehitpares,פ - ר - ס,Verb,,hitpa'el,,,,"to spread out, to sprawl",Verb – hitpa'el,https://www.pealim.com/dict/1709-lehitpares/,448
פְּרָס,pras,פ - ר - ס,Noun,masculine,,ktal,,,"prize, award","Noun – ktal pattern, masculine",https://www.pealim.com/dict/4897-pras/,448
לְהִיפָּרֵס,lehipares,פ - ר - ס,Verb,,nif'al,,,,"to be sliced, to be cut, to be spread out",Verb – nif'al,https://www.pealim.com/dict/1708-lehipares/,448
פְּרִיסָה,prisa,פ - ר - ס,Noun,feminine,,ktila,,,"deployment; distribution, spreading; layout; slicing","Noun – ktila pattern, feminine",https://www.pealim.com/dict/6165-prisa/,448
פְּרוּסָה,prusa,פ - ר - ס,Noun,feminine,,ktula,,,"slice, piece","Noun – ktula pattern, feminine",https://www.pealim.com/dict/7280-prusa/,448
פָּרוּס,parus,פ - ר - ס,Adjective,,,katul,,,sliced,Adjective – katul pattern,https://www.pealim.com/dict/7281-parus/,448
לְהִתְפַּרְסֵם,lehitparsem,פ - ר - ס - ם,Verb,,hitpa'el,,,,"to be published; to become famous, to become known",Verb – hitpa'el,https://www.pealim.com/dict/1711-lehitparsem/,448
לְפַרְסֵם,lefarsem,פ - ר - ס - ם,Verb,,pi'el,,,,"to advertise, to publish, to publicize",Verb – pi'el,https://www.pealim.com/dict/1710-lefarsem/,448
פִּירְסוּם,pirsum,פ - ר - ס - ם,Noun,masculine,,kittul,,,publication; publicity,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/4634-pirsum/,448
פִּירְסוֹמֶת,pirsomet,פ - ר - ס - ם,Noun,feminine,,kittolet,,,advertisement,"Noun – kittolet pattern, feminine",https://www.pealim.com/dict/4635-pirsomet/,449
מְפוּרְסָם,mefursam,פ - ר - ס - ם,Adjective,,,mekuttal,,,"famous, well known",Adjective – mekuttal pattern,https://www.pealim.com/dict/6810-mefursam/,449
הִתְפָּרְעוּת,hitpar'ut,פ - ר - ע,Noun,feminine,,hitkattlut,,,"wildness, rampaging, running amok","Noun – hitkattlut pattern, feminine",https://www.pealim.com/dict/7717-hitparut/,449
לְהִתְפָּרֵעַ,lehitparea,פ - ר - ע,Verb,,hitpa'el,,,,"to go wild, to misbehave",Verb – hitpa'el,https://www.pealim.com/dict/1714-lehitparea/,449
פָּרוּעַ,parua,פ - ר - ע,Adjective,,,katul,,,"unkempt, uncombed (hair); wild, unruly, undisciplined",Adjective – katul pattern,https://www.pealim.com/dict/8088-parua/,449
הַפְרָעָה,hafra'a,פ - ר - ע,Noun,feminine,,haktala,,,"disturbance, disruption","Noun – haktala pattern, feminine",https://www.pealim.com/dict/8496-hafraa/,449
לְהַפְרִיעַ,lehafria,פ - ר - ע,Verb,,hif'il,,,,"to disturb, to hinder, to bother",Verb – hif'il,https://www.pealim.com/dict/1715-lehafria/,449
לִפְרוֹעַ,lifroa,פ - ר - ע,Verb,,pa'al,,,,"to pay off (a debt, loan); to plunder, to rampage; to muss (hair)",Verb – pa'al,https://www.pealim.com/dict/1712-lifroa/,449
לְהִיפָּרֵעַ,lehiparea,פ - ר - ע,Verb,,nif'al,,,,"to be paid, to be redeemed (a financial instrument); to be dishevelled, mussed up (of hair)",Verb – nif'al,https://www.pealim.com/dict/1713-lehiparea/,449
פְּרָעוֹת,pra'ot,פ - ר - ע,Noun,feminine,,kitla,,,"pogrom, riot","Noun – kitla pattern, feminine",https://www.pealim.com/dict/9181-praot/,449
פּוֹרֵעַ,porea,פ - ר - ע,Noun,masculine,,kotel,,,rioter,"Noun – kotel pattern, masculine",https://www.pealim.com/dict/7242-porea/,449
פַּרְעוֹשׁ,par'osh,-,Noun,masculine,,,,,flea,Noun – masculine,https://www.pealim.com/dict/7758-parosh/,449
לִפְרוֹף,lifrof,פ - ר - ף,Verb,,pa'al,,,,"to button, to fasten (lit.)",Verb – pa'al,https://www.pealim.com/dict/2528-lifrof/,449
לְהִתְפַּרְפֵּר,lehitparper,פ - ר - פ - ר,Verb,,hitpa'el,,,,to skip classes or work (slang); to be adulterous (slang),Verb – hitpa'el,https://www.pealim.com/dict/1717-lehitparper/,449
לְפַרְפֵּר,lefarper,פ - ר - פ - ר,Verb,,pi'el,,,,"to flutter, to twitch",Verb – pi'el,https://www.pealim.com/dict/1716-lefarper/,449
פַּרְפָּר,parpar,פ - ר - פ - ר,Noun,masculine,,kattal,,,butterfly,"Noun – kattal pattern, masculine",https://www.pealim.com/dict/3787-parpar/,450
לִפְרוֹץ,lifrotz,פ - ר - ץ,Verb,,pa'al,,,,"to breach, to break into, to penetrate; to crack (computing)",Verb – pa'al,https://www.pealim.com/dict/1718-lifrotz/,450
מִפְרָץ,mifratz,פ - ר - ץ,Noun,masculine,,miktal,,,"gulf, bay","Noun – miktal pattern, masculine",https://www.pealim.com/dict/3545-mifratz/,450
פְּרִיצָה,pritza,פ - ר - ץ,Noun,feminine,,ktila,,,"break-in, breach; crack, hack (computing)","Noun – ktila pattern, feminine",https://www.pealim.com/dict/4013-pritza/,450
פֶּרֶץ,peretz,פ - ר - ץ,Noun,masculine,,ketel,,,"breach; outburst, gush; emotional outburst","Noun – ketel pattern, masculine",https://www.pealim.com/dict/5066-peretz/,450
הִתְפָּרְצוּת,hitpartzut,פ - ר - ץ,Noun,feminine,,hitkattlut,,,"outbreak, eruption, outburst; break-in, invasion","Noun – hitkattlut pattern, feminine",https://www.pealim.com/dict/7347-hitpartzut/,450
לְהִיפָּרֵץ,lehiparetz,פ - ר - ץ,Verb,,nif'al,,,,"to be broken into (a house, a bank, a computer system)",Verb – nif'al,https://www.pealim.com/dict/1719-lehiparetz/,450
לְהִתְפָּרֵץ,lehitparetz,פ - ר - ץ,Verb,,hitpa'el,,,,"to burst out, to erupt; to burst in",Verb – hitpa'el,https://www.pealim.com/dict/1720-lehitparetz/,450
פָּרוּץ,parutz,פ - ר - ץ,Adjective,,,katul,,,"cracked, broken, breached",Adjective – katul pattern,https://www.pealim.com/dict/6882-parutz/,450
פַּרְצוּף,partzuf,-,Noun,masculine,,,,,face; facial expression,Noun – masculine,https://www.pealim.com/dict/6172-partzuf/,450
פֵּירוּק,peruk,פ - ר - ק,Noun,masculine,,kittul,,,"dismantling, disassembly","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6666-peruk/,450
לְפָרֵק,lefarek,פ - ר - ק,Verb,,pi'el,,,,"to dismantle, to disassemble",Verb – pi'el,https://www.pealim.com/dict/1722-lefarek/,450
לְהִתְפָּרֵק,lehitparek,פ - ר - ק,Verb,,hitpa'el,,,,"to come apart, to split up; to be broken down (into components)",Verb – hitpa'el,https://www.pealim.com/dict/1723-lehitparek/,450
פֶּרֶק,perek,פ - ר - ק,Noun,masculine,,ketel,,,"chapter, part; segment; period of time","Noun – ketel pattern, masculine",https://www.pealim.com/dict/6079-perek/,450
מִפְרָק,mifrak,פ - ר - ק,Noun,masculine,,miktal,,,"joint (anatomy, biology)","Noun – miktal pattern, masculine",https://www.pealim.com/dict/3710-mifrak/,450
